Project #,Request Status,Queue Date,Withdrawn Date,Done Date,Appl In Service Date,Transmission Owner,County,State,County FIPS Code,Study Cycle,Study Group,Study Phase,Service Type,POI Name,Summer MW,Winter MW,Fuel,Generating Facility,Post GIA Status,Negotiated In Service Date,Decision Point 1 ERIS MW,Decision Point 1 NRIS MW,Decision Point 2 ERIS MW,Decision Point 2 NRIS MW
J1407,Active,4/29/19,,,8/1/22,Northern Indiana Public Service Company,Porter County,IN,18127,DPP-2019-Cycle,Central,PHASE 1,NRIS,South Valparaiso 138 kV Substation,100,100,Solar,PV Photovoltaic,Not Started,,0,0,0,0
J1408,Active,4/29/19,,,6/15/23,Ameren Illinois,Macoupin County,IL,17117,DPP-2019-Cycle,Central,PHASE 1,NRIS,Virden South 138kV Substation,100,100,Hybrid,Solar/Wind/Battery,Not Started,,0,0,0,0
J1409,Active,4/29/19,,,10/30/23,Big Rivers Electric Corporation,Henderson County,KY,21101,DPP-2019-Cycle,Central,PHASE 1,NRIS,Henderson 161 kV Substation,25,25,Battery Storage,BS Battery Storage,Not Started,,0,0,0,0
J1410,Active,4/29/19,,,10/30/22,American Transmission Co. LLC,Dane County,WI,55025,DPP-2019-Cycle,East (ATC),PHASE 2,NRIS,N. Madison 345 kV Substation,300,300,Solar,PV Photovoltaic,Not Started,,300,300,0,0
J1411,Active,4/29/19,,,10/30/22,American Transmission Co. LLC,Dane County,WI,55025,DPP-2019-Cycle,East (ATC),PHASE 2,NRIS,N. Madison 345 kV Substation,75,75,Battery Storage,BS Battery Storage,Not Started,,75,75,0,0
J1412,Withdrawn,4/29/19,4/15/20,,10/30/23,Northern Indiana Public Service Company,Porter County,IN,18127,DPP-2019-Cycle,Central,PHASE 1,NRIS,Lake George - Schahfer GEN STA 345 kV Line Tap,250,250,Solar,PV Photovoltaic,Not Started,,0,0,0,0
J1413,Active,4/29/19,,,10/30/22,ITC Midwest,"Howard County,Mitchell County",IA,#N/A,DPP-2019-Cycle,West,PHASE 1,NRIS,Hazleton - Mitchell County 345 kV Line tap,300,300,Solar,PV Photovoltaic,Not Started,,0,0,0,0
J1414,Withdrawn,4/29/19,8/4/20,,10/30/22,"Entergy Arkansas, LLC",Clay County,AR,05021,DPP-2019-Cycle,South,PHASE 2,NRIS,Datto-Corning North 161 kV line,150,150,Solar,PV Photovoltaic,Not Started,,0,0,0,0
J1415,Active,4/29/19,,,10/30/23,"Entergy Arkansas, LLC",Lonoke County,AR,05085,DPP-2019-Cycle,South,PHASE 2,NRIS,KEO EHV 500 kV Substation,250,250,Solar,PV Photovoltaic,Not Started,,250,250,0,0
J1416,Active,4/29/19,,,10/30/22,ITC Midwest,Worth County,IA,19195,DPP-2019-Cycle,West,PHASE 1,NRIS,Worth County - Glenworth 161 kV Line tap,149,149,Solar,PV Photovoltaic,Not Started,,0,0,0,0
J1417,Active,4/29/19,,,10/30/22,ITC Midwest,Worth County,IA,19195,DPP-2019-Cycle,West,PHASE 1,NRIS,Ledyard - Colby 345 kV Line Tap,75,75,Battery Storage,BS Battery Storage,Not Started,,0,0,0,0
J1418,Withdrawn,4/29/19,1/2/20,,12/1/21,Ameren Illinois,Pulaski County,IL,17153,DPP-2019-Cycle,Central,PHASE 1,NRIS,Joppa-Joppa North Bus 161kV Substation,100,100,Solar,PV Photovoltaic,Not Started,,0,0,0,0
J1419,Active,4/29/19,,,7/1/22,Duke Energy Indiana,Greene County,IN,18055,DPP-2019-Cycle,Central,PHASE 1,NRIS,Edwardsport - Amo 345 kV Line Tap,250,250,Solar,PV Photovoltaic,Not Started,,0,0,0,0
J1420,Withdrawn,4/29/19,3/5/20,,9/15/22,MidAmerican Energy Company,Rock Island County,IL,17161,DPP-2019-Cycle,Central,PHASE 1,NRIS,Sub #107 69 kV Substation,48,48,Solar,PV Photovoltaic,Not Started,,0,0,0,0
J1421,Active,4/29/19,,,10/20/21,"Entergy Louisiana, LLC",East Feliciana Parish,LA,22037,DPP-2019-Cycle,South,PHASE 2,NRIS,Moler 230 kV Substation,300,300,Solar,PV Photovoltaic,Not Started,,300,300,0,0
J1422,Active,4/29/19,,,10/20/21,Ameren Illinois,Edwards County,IL,17047,DPP-2019-Cycle,Central,PHASE 1,NRIS,Albion - Olney 138 kV Line Tap,150,150,Hybrid,Solar/Battery,Not Started,,0,0,0,0
J1423,Withdrawn,4/29/19,6/11/20,,4/20/22,"Michigan Electric Transmission Company, LLC",Ottawa County,MI,26139,DPP-2019-Cycle,East (ITC),PHASE 2,NRIS,Campbell - Blendon 138kV Line,100,100,Solar,PV Photovoltaic,Not Started,,0,0,0,0
J1424,Active,4/29/19,,,8/1/22,CLECO Corporation,Beauregard Parish,LA,22011,DPP-2019-Cycle,South,PHASE 2,NRIS,Cooper - Penton Road 230kV Line,200,200,Solar,PV Photovoltaic,Not Started,,200,200,0,0
J1425,Active,4/29/19,,,6/1/20,"Entergy Arkansas, LLC",Jefferson County,AR,05069,DPP-2019-Cycle,South,PHASE 2,NRIS Only,Pine Bluff International Paper 115 kV substation,114,114,Gas,Combined Cycle,Not Started,,0,114,0,0
J1426,Active,4/29/19,,,8/1/22,Great River Energy,Benton County,MN,27009,DPP-2019-Cycle,West,PHASE 1,NRIS,Benton County 115kV Substation,100,100,Solar,PV Photovoltaic,Not Started,,0,0,0,0
J1427,Active,4/29/19,,,8/1/22,ITC Midwest,Benton County,IA,19011,DPP-2019-Cycle,West,PHASE 1,NRIS,Duane Arnold 345kV Substation,400,400,Wind,WT Wind Turbine,Not Started,,0,0,0,0
J1428,Active,4/29/19,,,8/1/22,Otter Tail Power Company,Cass County,ND,38017,DPP-2019-Cycle,West,PHASE 1,NRIS,Buffalo 345kV Substation,200,200,Solar,PV Photovoltaic,Not Started,,0,0,0,0
J1429,Withdrawn,4/29/19,5/18/20,,10/30/22,Dairyland Power Cooperative,Juneau County,WI,55057,DPP-2019-Cycle,East (ATC),PHASE 2,NRIS,Whistiling Wings 69 kV Substation,24,24,Battery Storage,BS Battery Storage,Not Started,,0,0,0,0
J1430,Active,4/29/19,,,8/1/22,"Michigan Electric Transmission Company, LLC",Calhoun County,MI,26025,DPP-2019-Cycle,East (ITC),PHASE 2,NRIS,Verona - Foundary 138kV Line,100,100,Solar,PV Photovoltaic,Not Started,,100,100,0,0
J1431,Active,4/29/19,,,6/1/21,"Entergy Louisiana, LLC",St. James Parish,LA,22093,DPP-2019-Cycle,South,PHASE 2,NRIS,Vacherie 230kV Substation,200,200,Solar,PV Photovoltaic,Not Started,,90,90,0,0
J1432,Active,4/29/19,,,8/1/22,ITC Midwest,Clinton County,IA,19045,DPP-2019-Cycle,West,PHASE 1,NRIS,Salem  - Rock Creek 345kV Line,250,250,Wind,WT Wind Turbine,Not Started,,0,0,0,0
J1433,Withdrawn,4/29/19,10/22/19,,6/1/21,"Entergy Louisiana, LLC",Washington Parish,LA,22117,DPP-2019-Cycle,South,PHASE 2,NRIS,Lagen Holton-Franklinton 115kV (J1184),50,50,Solar,PV Photovoltaic,Not Started,,0,0,0,0
J1434,Active,4/29/19,,,8/1/22,"Entergy Arkansas, LLC",Monroe County,AR,05095,DPP-2019-Cycle,South,PHASE 2,NRIS,"J907 230kV Sub, Brinkley East - Aubrey 230 kV Line",100,100,Solar,PV Photovoltaic,Not Started,,100,100,0,0
J1435,Active,4/29/19,,,8/1/22,ITC Midwest,Dubuque County,IA,19061,DPP-2019-Cycle,West,PHASE 1,NRIS,Center Grove 161kV Substation,100,100,Battery Storage,BS Battery Storage,Not Started,,0,0,0,0
J1436,Active,4/29/19,,,11/15/22,"Entergy Louisiana, LLC",Morehouse Parish,LA,22067,DPP-2019-Cycle,South,PHASE 2,NRIS,Oak Ridge 115 kV Substation,50,50,Solar,PV Photovoltaic,Not Started,,50,0,0,0
J1437,Active,4/29/19,,,4/30/21,Arkansas Electric Coop Corp,Carroll County,AR,05015,DPP-2019-Cycle,South,PHASE 2,NRIS,AECC Dry Creek 161kV Switchyard Station,180,180,Wind,WT Wind Turbine,Not Started,,180,180,0,0
J1438,Active,4/29/19,,,8/1/22,ITC Midwest,Fayette County,IA,19065,DPP-2019-Cycle,West,PHASE 1,NRIS,Windsor - Hazelton 161kV Line,100,100,Solar,PV Photovoltaic,Not Started,,0,0,0,0
J1439,Withdrawn,4/29/19,8/4/20,,10/30/22,"Entergy Mississippi, LLC",Tunica County,MS,28143,DPP-2019-Cycle,South,PHASE 2,NRIS,Lula - Tunica 115 kV Line,40,40,Battery Storage,BS Battery Storage,Not Started,,0,0,0,0
J1440,Active,4/29/19,,,10/30/23,"Entergy Mississippi, LLC",Tunica County,MS,28143,DPP-2019-Cycle,South,PHASE 2,NRIS,Lula - Tunica 115 kV Line,160,160,Solar,PV Photovoltaic,Not Started,,150,150,0,0
J1441,Active,4/29/19,,,8/1/22,"Entergy Louisiana, LLC",Terrebonne Parish,LA,22109,DPP-2019-Cycle,South,PHASE 2,NRIS,Schriever 230 kV Substation,200,200,Solar,PV Photovoltaic,Not Started,,200,200,0,0
J1442,Active,4/29/19,,,10/30/23,"Entergy Texas, Inc.",Polk County,TX,48373,DPP-2019-Cycle,South,PHASE 2,NRIS,Rich (SHECO) - Livingston 138 kV Line Tap,165,165,Solar,PV Photovoltaic,Not Started,,105,105,0,0
J1443,Withdrawn,4/29/19,1/14/20,,10/30/23,"Entergy Arkansas, LLC",Union County,AR,05139,DPP-2019-Cycle,South,PHASE 2,NRIS,Texas Eastern F SS - Strong SS 115 kV Line Tap,100,100,Solar,PV Photovoltaic,Not Started,,0,0,0,0
J1444,Active,4/29/19,,,8/1/15,ITC Midwest,Linn County,IA,19113,DPP-2019-Cycle,West,PHASE 1,NRIS,Duane Arnold 345kV Substation,200,200,Solar,PV Photovoltaic,Not Started,,0,0,0,0
J1445,Active,4/29/19,,,8/1/22,Northern States Power (Xcel Energy),Benton County,MN,27009,DPP-2019-Cycle,West,PHASE 1,NRIS,Mayhew Lake 115kV Substation,100,100,Solar,PV Photovoltaic,Not Started,,0,0,0,0
J1446,Active,4/29/19,,,8/1/22,Northern States Power (Xcel Energy),Wright County,MN,27171,DPP-2019-Cycle,West,PHASE 1,NRIS,Lake Pulaski 115kV Substation,150,150,Solar,PV Photovoltaic,Not Started,,0,0,0,0
J1447,Active,4/29/19,,,9/1/22,Northern Indiana Public Service Company,Porter County,IN,18127,DPP-2019-Cycle,Central,PHASE 1,NRIS,Schahfer - Green Acres 345kV Line,250,250,Solar,PV Photovoltaic,Not Started,,0,0,0,0
J1448,Active,4/29/19,,,8/1/22,Big Rivers Electric Corporation,Caldwell County,KY,21033,DPP-2019-Cycle,Central,PHASE 1,NRIS,Hopkins - Caldwell County - Barkely 161kV Line,150,150,Solar,PV Photovoltaic,Not Started,,0,0,0,0
J1449,Withdrawn,4/29/19,2/10/21,,8/1/22,"Michigan Electric Transmission Company, LLC",Monroe County,MI,26115,DPP-2019-Cycle,East (ITC),PHASE 2,NRIS,Morocco 138kV Substation,100,100,Solar,PV Photovoltaic,Not Started,,0,0,0,0
J1450,Active,4/29/19,,,8/1/22,Big Rivers Electric Corporation,Webster County,KY,21233,DPP-2019-Cycle,Central,PHASE 1,NRIS,Hopkins - Reid161kV Line,150,150,Solar,PV Photovoltaic,Not Started,,0,0,0,0
J1452,Active,4/29/19,,,10/30/22,CLECO Corporation,Red River Parish,LA,22081,DPP-2019-Cycle,South,PHASE 2,NRIS,Carroll - Mansfield 138 kV Line Tap,200,200,Solar,PV Photovoltaic,Not Started,,75,75,0,0
J1453,Active,4/29/19,,,4/30/22,Ameren Illinois,Mason County,IL,17125,DPP-2019-Cycle,Central,PHASE 1,NRIS,Havana - Shockey 138 kV Line Tap,188.3,188.3,Wind,WT Wind Turbine,Not Started,,0,0,0,0
J1454,Active,4/29/19,,,4/30/22,Ameren Illinois,Mason County,IL,17125,DPP-2019-Cycle,Central,PHASE 1,NRIS,Mason 138 kV Substation,58.5,58.5,Wind,WT Wind Turbine,Not Started,8/18/21,0,0,0,0
J1455,Active,4/29/19,,,8/1/22,CLECO Corporation,"St. Mary,St. Mary Parish",LA,#N/A,DPP-2019-Cycle,South,PHASE 2,NRIS,Teche - Morbihan 138kV Line,150,150,Solar,PV Photovoltaic,Not Started,,150,150,0,0
J1456,Active,4/29/19,,,9/1/23,Otter Tail Power Company,Sheridan County,ND,38083,DPP-2019-Cycle,West,PHASE 1,NRIS,Harvey - Underwood 230 kV Line Tap,300,300,Wind,WT Wind Turbine,Not Started,,0,0,0,0
J1457,Active,4/29/19,,,6/30/22,Duke Energy Indiana,Vermillion County,IN,18165,DPP-2019-Cycle,Central,PHASE 1,NRIS,Sugar Creek - Cayuga 345 kV Line Tap,200,200,Solar,PV Photovoltaic,Not Started,,0,0,0,0
J1458,Active,4/29/19,,,8/1/22,"Entergy Mississippi, LLC",Washington County,MS,28151,DPP-2019-Cycle,South,PHASE 2,NRIS,Ray Braswell - Tinnin - Gerald Andrus 230kV Line,200,200,Solar,PV Photovoltaic,Not Started,,200,170,0,0
J1459,Withdrawn,4/29/19,1/27/20,,3/1/24,"Michigan Electric Transmission Company, LLC",Calhoun County,MI,26025,DPP-2019-Cycle,East (ITC),PHASE 2,NRIS,Argenta - Tompkins 345 kV Line Tap,670,670,Gas,Combined Cycle,Not Started,,0,0,0,0
J1460,Active,4/29/19,,,6/30/22,American Transmission Co. LLC,Rock County,WI,55105,DPP-2019-Cycle,East (ATC),PHASE 2,NRIS,Sunrise 138 kV Substation,200,200,Solar,PV Photovoltaic,Not Started,,200,200,0,0
J1461,Active,4/29/19,,,8/1/22,Northern States Power (Xcel Energy),Carver County,MN,27019,DPP-2019-Cycle,West,PHASE 1,NRIS,McLeod - Blue Lake 230kV Line,50,50,Solar,PV Photovoltaic,Not Started,,0,0,0,0
J1462,Withdrawn,4/29/19,8/6/20,,8/1/22,"Entergy Louisiana, LLC",Acadia Parish,LA,22001,DPP-2019-Cycle,South,PHASE 2,NRIS,Acadia - Scanlan 138kV Line,150,150,Solar,PV Photovoltaic,Not Started,,0,0,0,0
J1463,Active,4/29/19,,,10/20/21,"Entergy Louisiana, LLC",West Baton Rouge Parish,LA,22121,DPP-2019-Cycle,South,PHASE 2,NRIS,Addis - Big Cajun 230 kV Line Tap (J639),150,150,Solar,PV Photovoltaic,Not Started,,150,45,0,0
J1464,Active,4/29/19,,,4/30/22,Ameren Transmission Company of Illinois,"Macoupin County,Morgan County,Sangamon County",IL,#N/A,DPP-2019-Cycle,Central,PHASE 1,NRIS,Meredosia - Austin 345 kV Line tap,592.8,592.8,Solar,PV Photovoltaic,Not Started,,0,0,0,0
J1465,Active,4/29/19,,,8/1/22,"Entergy Louisiana, LLC",Pointe Coupee Parish,LA,22077,DPP-2019-Cycle,South,PHASE 2,NRIS,Livonia 138 kV Substation,150,150,Solar,PV Photovoltaic,Not Started,,150,150,0,0
J1466,Active,4/29/19,,,8/1/22,Big Rivers Electric Corporation,Henderson County,KY,21101,DPP-2019-Cycle,Central,PHASE 1,NRIS,Reid 161 kV Substation,250,250,Solar,PV Photovoltaic,Not Started,,0,0,0,0
J1467,Active,4/29/19,,,8/1/22,ITC Midwest,Fayette County,IA,19065,DPP-2019-Cycle,West,PHASE 1,NRIS,ITC 161kV Windsor - Hazleton 161kV Line,150,150,Wind,WT Wind Turbine,Not Started,,0,0,0,0
J1468,Active,4/29/19,,,8/1/22,Northern States Power (Xcel Energy),Dakota County,MN,27037,DPP-2019-Cycle,West,PHASE 1,NRIS,West Hastings 115kV Substation,100,100,Battery Storage,BS Battery Storage,Not Started,,0,0,0,0
J1469,Withdrawn,4/29/19,8/6/20,,8/1/22,"Entergy Arkansas, LLC",Crittenden County,AR,05035,DPP-2019-Cycle,South,PHASE 2,NRIS,Marion - Marked Tree 161kV Line,200,200,Solar,PV Photovoltaic,Not Started,,0,0,0,0
J1470,Active,4/29/19,,,4/30/19,Duke Energy Indiana,"Benton County,Warren County",IN,#N/A,DPP-2019-Cycle,Central,PHASE 1,NRIS Only,Cayuga CT 345kV Substation,30,30,Wind,WT Wind Turbine,Not Started,,0,0,0,0
J1471,Active,4/29/19,,,8/1/22,ITC Midwest,Lee County,IA,19111,DPP-2019-Cycle,West,PHASE 1,NRIS,ITC 161kV Wever Substation,200,200,Solar,PV Photovoltaic,Not Started,,0,0,0,0
J1472,Active,4/29/19,,,8/1/22,"Michigan Electric Transmission Company, LLC",Jackson County,MI,26075,DPP-2019-Cycle,East (ITC),PHASE 2,NRIS,Leoni - Parr Raod 138kV line,100,100,Solar,PV Photovoltaic,Not Started,,100,100,0,0
J1473,Active,4/29/19,,,8/1/22,Northern States Power (Xcel Energy),Chisago County,MN,27025,DPP-2019-Cycle,West,PHASE 1,NRIS,Lawrence Creek - Shafer 115kV Line,100,100,Solar,PV Photovoltaic,Not Started,,0,0,0,0
J1474,Active,4/29/19,,,7/1/22,Northern States Power (Xcel Energy),Chippewa County,WI,55017,DPP-2019-Cycle,West,PHASE 1,NRIS,Pine Lake - Eagle Point 115kV Line,200,200,Solar,PV Photovoltaic,Not Started,,0,0,0,0
J1475,Active,4/29/19,,,4/18/22,Ameren Illinois,Clark County,IL,17023,DPP-2019-Cycle,Central,PHASE 1,NRIS,Casey West - Sullivan 345 kV Line Tap,75,75,Solar,PV Photovoltaic,Not Started,,0,0,0,0
J1476,Active,4/29/19,,,10/1/23,ITC Midwest,Union County,IA,19175,DPP-2019-Cycle,West,PHASE 1,NRIS,Creston East 69 kV Substation (J1132),25,25,Battery Storage,BS Battery Storage,Not Started,,0,0,0,0
J1477,Active,4/29/19,,,10/1/21,MidAmerican Energy Company,Scott County,IA,19163,DPP-2019-Cycle,West,PHASE 1,NRIS,Sub 56 161 kV Substation (J1131),50,50,Battery Storage,BS Battery Storage,Not Started,,0,0,0,0
J1478,Active,4/29/19,,,10/1/21,ITC Midwest,Des Moines County,IA,19057,DPP-2019-Cycle,West,PHASE 1,NRIS,Huntwoods 69 kV substation (J1135),25,25,Battery Storage,BS Battery Storage,Not Started,,0,0,0,0
J1479,Active,4/29/19,,,10/1/23,ITC Midwest,Des Moines County,IA,19057,DPP-2019-Cycle,West,PHASE 1,NRIS,Burlington 161 kV Substation,100,100,Battery Storage,BS Battery Storage,Not Started,,0,0,0,0
J1480,Withdrawn,4/29/19,4/14/20,,8/4/20,MidAmerican Energy Company,Black Hawk County,IA,19013,DPP-2019-Cycle,West,PHASE 1,NRIS,Shawlis - Electric Farms 161kV Line,70,70,Wind,WT Wind Turbine,Not Started,,0,0,0,0
J1481,Active,4/29/19,,,8/15/22,Duke Energy Indiana,Howard County,IN,18067,DPP-2019-Cycle,Central,PHASE 1,NRIS,Greentown 230 kV substation,200,200,Solar,PV Photovoltaic,Not Started,,0,0,0,0
J1482,Active,4/29/19,,,8/15/22,Northern Indiana Public Service Company,White County,IN,18181,DPP-2019-Cycle,Central,PHASE 1,NRIS,Monticello - Springboro 138 kV Line Tap,150,150,Solar,PV Photovoltaic,Not Started,,0,0,0,0
J1483,Active,4/29/19,,,10/30/23,American Transmission Co. LLC,Iowa County,WI,55049,DPP-2019-Cycle,East (ATC),PHASE 2,ERIS,Hill Valley 345 kV Substation,99,99,Wind,WT Wind Turbine,Not Started,,99,0,0,0
J1484,Withdrawn,4/29/19,1/14/20,,10/30/23,"Entergy Arkansas, LLC",Union County,AR,05139,DPP-2019-Cycle,South,PHASE 2,NRIS,Texas Eastern F SS - Strong SS 115 kV Line Tap,25,25,Battery Storage,BS Battery Storage,Not Started,,0,0,0,0
J1485,Active,4/29/19,,,10/30/22,Otter Tail Power Company,Deuel County,SD,46039,DPP-2019-Cycle,West,PHASE 1,NRIS,Astoria 345 kV Substation (J493/J510),250,250,Wind,WT Wind Turbine,Not Started,,0,0,0,0
J1486,Withdrawn,4/29/19,3/17/20,,12/31/21,American Transmission Co. LLC,Waupaca County,WI,55135,DPP-2019-Cycle,East (ATC),PHASE 2,NRIS,Harrison North 138kV Substation,2.5,2.5,Battery Storage,BS Battery Storage,Not Started,,0,0,0,0
J1487,Active,4/29/19,,,5/1/21,ITC Midwest,Freeborn County,MN,27047,DPP-2019-Cycle,West,PHASE 1,NRIS,Freeborn 161kV substation,120,120,Wind,WT Wind Turbine,Not Started,,0,0,0,0
J1488,Active,4/29/19,,,3/31/24,Ameren Missouri,Randolph County,MO,29175,DPP-2019-Cycle,Central,PHASE 1,NRIS,McCredie - Montgomery 345 kV Line Tap,500,500,High Voltage DC,HVDC,Not Started,,0,0,0,0
J1489,Withdrawn,4/29/19,5/22/20,,3/31/24,Ameren Missouri,Ralls County,MO,29173,DPP-2019-Cycle,Central,PHASE 1,NRIS,Maywood - Spencer Creek 345 kV Line Tap,500,500,High Voltage DC,HVDC,Not Started,,0,0,0,0
J1490,Active,4/29/19,,,3/31/24,Ameren Missouri,Randolph County,MO,29175,DPP-2019-Cycle,Central,PHASE 1,NRIS,McCredie - Montgomery 345 kV Line Tap,1000,1000,High Voltage DC,HVDC,Not Started,,0,0,0,0
J1491,Withdrawn,6/23/20,2/13/21,,12/15/22,Indianapolis Power & Light Company,Marion,IN,18097,DPP-2020-Cycle,Central,Study Not Started,NRIS,IPL EW Stout North  Yard 138 kV Substation,200,200,Battery Storage,Battery Storage,Not Started,,0,0,0,0
J1492,Active,6/24/20,,,8/15/23,Michigan Electric Tranmission Company LLC,Kent,MI,26081,DPP-2020-Cycle,East (ITC),Study Not Started,NRIS,Gaines 138kV,150,150,Battery Storage,Battery Storage,Not Started,,0,0,0,0
J1493,Withdrawn,6/24/20,1/5/21,,10/15/23,Great River Energy,,MN,#N/A,DPP-2020-Cycle,West,PHASE 1,NRIS,Hubbard 115kV,50,50,Battery Storage,BS Battery Storage,Not Started,,0,0,0,0
J1494,Active,6/24/20,,,10/15/23,Northern States Power (Xcel Energy),,MN,#N/A,DPP-2020-Cycle,West,PHASE 1,NRIS,Chisago 115kV,50,50,Battery Storage,BS Battery Storage,Not Started,,0,0,0,0
J1495,Active,6/24/20,,,10/15/23,Northern States Power (Xcel Energy),Goodhue,MN,27049,DPP-2020-Cycle,West,PHASE 1,NRIS,North Rochester 161kV,50,50,Battery Storage,Battery Storage,Not Started,,0,0,0,0
J1496,Active,6/24/20,,,10/15/23,Southern Minnesota Municipal Power Agency,Olmsted,MN,27109,DPP-2020-Cycle,West,PHASE 1,NRIS,Byron 161kV,50,50,Battery Storage,Battery Storage,Not Started,,0,0,0,0
J1497,Active,6/25/20,,,10/30/24,American Transmission Co. LLC,Jefferson,WI,55055,DPP-2020-Cycle,East (ATC),Study Not Started,NRIS,Concord 138 kV,125,125,Solar,Photovoltaic,Not Started,,0,0,0,0
J1498,Active,6/25/20,,,9/1/23,Northern States Power (Xcel Energy),Murray,MN,27101,DPP-2020-Cycle,West,PHASE 1,NRIS,Chanarambie 115 kV Substation,50,50,Battery Storage,Battery Storage,Not Started,,0,0,0,0
J1503,Active,6/29/20,,,10/31/24,ITC Midwest,Faribault,MN,27043,DPP-2020-Cycle,West,PHASE 1,NRIS,Huntley 345 kV,150,150,Solar,Photovoltaic,Not Started,,0,0,0,0
J1504,Active,6/29/20,,,10/31/24,ITC Midwest,Faribault,MN,27043,DPP-2020-Cycle,West,PHASE 1,NRIS,Huntley 345 kV,150,150,Solar,Photovoltaic,Not Started,,0,0,0,0
J1505,Withdrawn,6/29/20,12/22/20,,9/1/23,Entergy Louisiana LLC,Washington,LA,22117,DPP-2020-Cycle,South,PHASE 1,NRIS,Talisheek - Bogalusa 230 kV Line,50,50,Battery Storage,Battery Storage,Not Started,,0,0,0,0
J1506,Withdrawn,6/29/20,12/22/20,,9/1/23,Entergy Louisiana LLC,Washington,LA,22117,DPP-2020-Cycle,South,PHASE 1,NRIS,Barkers Corner - Bogalusa 230 kV Line,100,100,Solar,Photovoltaic,Not Started,,0,0,0,0
J1507,Withdrawn,6/29/20,12/22/20,,9/1/23,Entergy Louisiana LLC,Washington,LA,22117,DPP-2020-Cycle,South,PHASE 1,NRIS,Barkers Corner - Bogalusa 230 kV Line,50,50,Battery Storage,Battery Storage,Not Started,,0,0,0,0
J1508,Active,6/29/20,,,9/1/23,American Transmission Co. LLC,Marathon,WI,55073,DPP-2020-Cycle,East (ATC),Study Not Started,NRIS,B-54 Wien to McMillan 115KV,98.9,98.9,Wind,Wind Turbine,Not Started,,0,0,0,0
J1510,Active,6/30/20,,,10/1/23,American Transmission Co. LLC,Wood,WI,55141,DPP-2020-Cycle,East (ATC),Study Not Started,NRIS,Arpin 345kV,100,100,Solar,Photovoltaic,Not Started,,0,0,0,0
J1511,Withdrawn,7/1/20,1/5/21,,8/31/23,Northern States Power (Xcel Energy),Chisago,MN,27025,DPP-2020-Cycle,West,PHASE 1,NRIS,Scandia to Lawrence Creek 69kV,26,26,Solar,Photovoltaic,Not Started,,0,0,0,0
J1512,Active,7/1/20,,,9/1/23,American Transmission Co. LLC,Lafayette,WI,55065,DPP-2020-Cycle,East (ATC),Study Not Started,NRIS,Darlington 138KV,98.9,98.9,Wind,Wind Turbine,Not Started,,0,0,0,0
J1513,Active,7/1/20,,,10/1/23,American Transmission Co. LLC,Waupaca,WI,55135,DPP-2020-Cycle,East (ATC),Study Not Started,NRIS,Highway 22 B3  345kV,300,300,Solar,Photovoltaic,Not Started,,0,0,0,0
J1514,Active,7/1/20,,,8/31/23,Entergy Arkansas LLC,Mississippi,AR,05093,DPP-2020-Cycle,South,PHASE 1,NRIS,Driver 230kV,100,100,Solar,Photovoltaic,Not Started,,0,0,0,0
J1515,Withdrawn,7/1/20,1/23/21,,10/1/23,Michigan Electric Tranmission Company LLC,Midland,MI,26111,DPP-2020-Cycle,East (ITC),Study Not Started,NRIS,Tittabawassee  to Murphy 345kV,200,200,Solar,Photovoltaic,Not Started,,0,0,0,0
J1516,Active,7/1/20,,,10/1/23,ITC Transmission,St. Clair,MI,26147,DPP-2020-Cycle,East (ITC),Study Not Started,NRIS,Fitz  120kV,100,100,Solar,Photovoltaic,Not Started,,0,0,0,0
J1517,Active,7/2/20,,,10/2/23,Duke Energy Indiana,Vermillion,IN,18165,DPP-2020-Cycle,Central,Study Not Started,NRIS,Hillsdale 230 kV,40,40,Battery Storage,Battery Storage,Not Started,,0,0,0,0
J1518,Active,7/2/20,,,10/6/23,Duke Energy Indiana,Vermillion,IN,18165,DPP-2020-Cycle,Central,Study Not Started,NRIS,Hillsdale 230 kV,185,185,Solar,Photovoltaic,Not Started,,0,0,0,0
J1519,Withdrawn,7/2/20,2/13/21,,3/31/23,Ameren Missouri,Bollinger,MO,29017,DPP-2020-Cycle,Central,Study Not Started,NRIS,St. Francois to Lutesville 345 kV,200,200,Solar,Photovoltaic,Not Started,,0,0,0,0
J1501,Active,7/6/20,,,8/31/23,Ameren Illinois,Sangamon,IL,17167,DPP-2020-Cycle,Central,Study Not Started,NRIS,Auburn North 138kV,0,0,Battery Storage,Battery Storage,Not Started,,0,0,0,0
J1502,Active,7/6/20,,,3/31/23,American Transmission Co. LLC,Juneau,WI,55057,DPP-2020-Cycle,East (ATC),Study Not Started,NRIS,Briggs Road  -  North Madison 345KV,225,225,Solar,Photovoltaic,Not Started,,0,0,0,0
J1520,Active,7/6/20,,,10/31/24,ITC Midwest,Worth,IA,19195,DPP-2020-Cycle,West,PHASE 1,NRIS,Ledyard - Colby 345 kV,135,135,Solar,Photovoltaic,Not Started,,0,0,0,0
